alice_gain,bob_gain,player,round,decision
600000.0,400000.0,Alice,1,
,,Bob,1,reject
500000.0,500000.0,Bob,2,
,,Alice,2,reject
700000.0,300000.0,Alice,3,
,,Bob,3,reject
450000.0,550000.0,Bob,4,
,,Alice,4,reject
800000.0,200000.0,Alice,5,
,,Bob,5,reject
400000.0,600000.0,Bob,6,
,,Alice,6,reject
850000.0,150000.0,Alice,7,
,,Bob,7,reject
300000.0,700000.0,Bob,8,
,,Alice,8,reject
900000.0,100000.0,Alice,9,
,,Bob,9,reject
250000.0,750000.0,Bob,10,
,,Alice,10,reject
950000.0,50000.0,Alice,11,
,,Bob,11,reject
200000.0,800000.0,Bob,12,
,,Alice,12,reject
990000.0,10000.0,Alice,13,
,,Bob,13,reject
100000.0,900000.0,Bob,14,
,,Alice,14,reject
999000.0,1000.0,Alice,15,
,,Bob,15,reject
1000.0,999000.0,Bob,16,
,,Alice,16,reject
999500.0,500.0,Alice,17,
,,Bob,17,reject
500.0,999500.0,Bob,18,
,,Alice,18,accept
